batting_team,bowling_team,venue,pitch_condition,temperature,humidity,overs_completed,runs_scored,wickets_lost,run_rate,last_5_overs_runs,striker_strike_rate,non_striker_strike_rate,partnership_runs,boundaries_hit,extras_conceded,predicted_total
Lucknow Super Giants,Punjab Kings,Ekana Cricket Stadium,flat,37,71,17.2,170,0,10.01,48,131.3,111.95,35,15,5,194
Sunrisers Hyderabad,Chennai Super Kings,PCA Stadium,slow,25,35,14.5,69,6,4.99,25,68.21,55.73,36,4,15,120
Sunrisers Hyderabad,Royal Challengers Bangalore,Arun Jaitley Stadium,batting friendly,29,36,6.7,53,1,8.0,30,102.3,93.93,31,5,12,166
Rajasthan Royals,Royal Challengers Bangalore,Wankhede Stadium,batting friendly,25,76,14.9,93,7,6.51,35,83.29,76.09,60,9,5,122
Kolkata Knight Riders,Chennai Super Kings,Rajiv Gandhi International Stadium,green,27,86,16.7,82,9,4.5,27,62.9,54.41,10,9,2,120
Sunrisers Hyderabad,Royal Challengers Bangalore,Wankhede Stadium,flat,40,63,19.6,202,1,9.9,57,125.0,121.79,74,16,9,213
Lucknow Super Giants,Punjab Kings,Narendra Modi Stadium,bowling friendly,30,39,14.5,84,2,5.47,26,71.12,57.62,59,8,4,120
Rajasthan Royals,Delhi Capitals,Ekana Cricket Stadium,bowling friendly,29,76,6.6,32,1,4.59,16,61.1,48.72,78,3,10,120
Kolkata Knight Riders,Lucknow Super Giants,Eden Gardens,bowling friendly,38,45,5.7,39,1,5.45,16,69.86,63.91,46,3,7,132
Rajasthan Royals,Royal Challengers Bangalore,Arun Jaitley Stadium,slow,35,79,18.7,91,10,4.69,21,62.1,51.73,42,8,13,120
Mumbai Indians,Kolkata Knight Riders,Ekana Cricket Stadium,green,27,81,19.2,103,2,5.0,22,66.73,53.53,38,8,10,120
Mumbai Indians,Rajasthan Royals,Rajiv Gandhi International Stadium,balanced,34,30,16.6,114,6,6.52,30,86.46,68.26,13,7,2,143
Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,batting friendly,37,53,10.4,83,2,7.98,38,104.8,80.47,52,5,9,160
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,dry,39,59,6.4,46,3,7.5,26,95.33,89.99,34,4,7,141
Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,batting friendly,40,66,19.8,141,7,7.75,49,101.25,96.52,25,15,6,151
Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,batting friendly,31,73,5.3,42,3,8.41,30,106.34,92.57,69,3,11,156
Rajasthan Royals,Mumbai Indians,Wankhede Stadium,dry,37,30,5.6,38,1,7.39,23,103.13,88.4,42,2,4,136
Rajasthan Royals,Gujarat Titans,Sawai Mansingh Stadium,slow,37,87,8.2,38,5,4.96,17,60.13,51.78,58,3,6,120
Punjab Kings,Lucknow Super Giants,PCA Stadium,balanced,37,30,12.7,98,0,7.63,40,98.0,87.02,37,10,15,154
Punjab Kings,Royal Challengers Bangalore,Ekana Cricket Stadium,green,32,64,13.5,79,3,5.85,28,73.62,73.34,69,7,12,126
Rajasthan Royals,Kolkata Knight Riders,Arun Jaitley Stadium,batting friendly,29,57,15.6,125,8,7.69,49,93.82,78.84,65,13,14,162
Mumbai Indians,Kolkata Knight Riders,Arun Jaitley Stadium,flat,37,53,6.2,70,1,10.02,32,138.34,121.49,46,5,5,221
Punjab Kings,Chennai Super Kings,PCA Stadium,green,34,49,6.3,40,1,5.62,17,75.32,65.01,77,3,8,126
Gujarat Titans,Rajasthan Royals,Eden Gardens,balanced,35,77,17.4,147,1,8.19,37,99.88,97.26,31,12,3,174
Royal Challengers Bangalore,Kolkata Knight Riders,Wankhede Stadium,slow,30,49,6.5,41,0,6.39,22,77.45,75.24,69,3,12,133
Delhi Capitals,Punjab Kings,M. A. Chidambaram Stadium,slow,26,44,19.0,86,9,4.5,22,58.69,55.43,46,7,6,120
Punjab Kings,Rajasthan Royals,M. A. Chidambaram Stadium,slow,37,32,8.9,48,3,5.77,19,78.67,68.2,16,3,5,120
Royal Challengers Bangalore,Lucknow Super Giants,PCA Stadium,balanced,30,52,13.8,97,3,7.15,38,90.12,81.62,79,8,8,143
Mumbai Indians,Punjab Kings,Wankhede Stadium,bowling friendly,36,71,19.7,122,0,6.35,41,83.75,72.56,46,9,2,132
Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,slow,36,75,8.9,47,5,4.62,15,59.33,55.8,31,3,9,120
Royal Challengers Bangalore,Gujarat Titans,Narendra Modi Stadium,dry,30,54,5.7,46,2,7.59,28,92.44,92.97,57,3,7,169
Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,bowling friendly,37,54,14.4,88,6,5.5,33,73.47,62.32,22,8,4,128
Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,batting friendly,40,54,11.8,114,1,9.12,52,127.53,105.5,84,12,12,199
Rajasthan Royals,Sunrisers Hyderabad,Narendra Modi Stadium,batting friendly,38,51,19.1,154,6,7.79,45,94.37,95.97,39,15,7,165
Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,balanced,30,31,13.5,97,5,6.68,32,84.72,86.02,11,9,14,148
Chennai Super Kings,Mumbai Indians,M. A. Chidambaram Stadium,flat,25,75,8.4,81,1,9.62,33,125.73,119.81,79,8,13,200
Royal Challengers Bangalore,Chennai Super Kings,Sawai Mansingh Stadium,flat,28,84,12.6,106,2,8.58,48,111.08,91.87,79,10,4,165
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,dry,39,43,15.5,110,2,6.91,33,83.99,86.99,31,10,8,148
Mumbai Indians,Lucknow Super Giants,M. Chinnaswamy Stadium,batting friendly,38,43,11.8,87,5,7.49,34,96.87,80.38,65,6,7,145
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,balanced,36,40,9.3,60,4,6.58,20,88.53,82.4,69,6,3,124
Punjab Kings,Royal Challengers Bangalore,Ekana Cricket Stadium,dry,35,69,5.8,48,2,7.79,28,97.31,84.78,46,3,3,168
Royal Challengers Bangalore,Rajasthan Royals,PCA Stadium,balanced,38,71,11.6,88,2,7.89,43,106.26,95.72,71,9,10,153
Sunrisers Hyderabad,Chennai Super Kings,M. Chinnaswamy Stadium,dry,30,75,5.1,34,2,5.82,20,77.38,60.73,76,3,12,137
Royal Challengers Bangalore,Kolkata Knight Riders,PCA Stadium,green,40,90,5.8,41,2,6.23,23,86.91,73.71,30,3,9,138
Kolkata Knight Riders,Royal Challengers Bangalore,Arun Jaitley Stadium,bowling friendly,29,34,13.8,69,4,4.88,26,62.78,63.39,73,6,8,120
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,balanced,39,39,19.1,118,7,6.47,29,83.48,70.25,51,13,8,128
Delhi Capitals,Sunrisers Hyderabad,Sawai Mansingh Stadium,dry,27,65,18.7,131,2,6.97,44,90.95,77.18,23,14,4,144
Royal Challengers Bangalore,Punjab Kings,Rajiv Gandhi International Stadium,flat,38,40,11.1,92,4,8.29,47,109.43,104.64,66,6,10,172
Royal Challengers Bangalore,Gujarat Titans,Eden Gardens,flat,33,32,13.3,131,2,10.04,52,120.52,109.21,54,10,2,195
Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,balanced,32,50,7.9,63,4,6.76,20,82.11,70.89,72,5,6,164
Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,bowling friendly,26,90,14.9,65,6,4.5,21,58.61,53.04,30,4,2,120
Royal Challengers Bangalore,Lucknow Super Giants,M. A. Chidambaram Stadium,slow,32,79,12.4,65,6,4.5,29,59.63,51.08,38,6,15,120
Delhi Capitals,Lucknow Super Giants,Rajiv Gandhi International Stadium,slow,27,34,11.5,82,0,6.54,33,85.33,71.05,32,8,2,151
Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,dry,29,37,18.3,116,2,6.39,31,81.76,68.29,56,10,5,126
Rajasthan Royals,Royal Challengers Bangalore,Eden Gardens,dry,29,75,6.0,47,1,6.67,23,87.32,68.14,56,4,10,158
Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,bowling friendly,37,77,19.6,90,3,4.75,29,66.09,53.07,42,5,11,120
Delhi Capitals,Gujarat Titans,PCA Stadium,batting friendly,37,68,10.3,98,0,9.06,52,126.54,117.39,38,8,8,189
Royal Challengers Bangalore,Punjab Kings,PCA Stadium,bowling friendly,29,44,10.0,53,2,4.73,25,59.43,61.27,72,3,4,120
Chennai Super Kings,Rajasthan Royals,Rajiv Gandhi International Stadium,bowling friendly,25,86,5.0,28,1,5.51,20,70.27,67.33,30,2,13,120
Chennai Super Kings,Punjab Kings,Wankhede Stadium,flat,27,78,9.4,91,4,9.01,34,109.48,94.64,65,10,10,198
Rajasthan Royals,Sunrisers Hyderabad,Narendra Modi Stadium,green,29,63,5.1,29,1,5.97,22,82.88,66.65,61,3,5,120
Rajasthan Royals,Punjab Kings,Wankhede Stadium,bowling friendly,32,55,11.5,79,1,6.23,34,85.91,80.01,78,5,8,143
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,flat,36,46,17.3,144,5,8.03,40,96.86,80.54,11,10,3,164
Chennai Super Kings,Punjab Kings,Rajiv Gandhi International Stadium,dry,40,68,15.4,95,5,6.03,27,72.55,66.86,59,10,14,120
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,slow,26,79,14.0,74,5,5.58,34,68.23,72.06,38,7,14,120
Sunrisers Hyderabad,Lucknow Super Giants,Rajiv Gandhi International Stadium,dry,31,83,7.8,43,4,5.95,22,76.92,73.7,23,3,12,120
Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,flat,28,32,13.5,112,7,8.39,52,101.91,99.83,16,11,4,166
Sunrisers Hyderabad,Kolkata Knight Riders,Sawai Mansingh Stadium,dry,29,83,10.6,66,4,5.82,32,70.47,58.75,76,6,6,131
Gujarat Titans,Kolkata Knight Riders,Sawai Mansingh Stadium,bowling friendly,35,79,12.7,75,3,5.5,29,67.06,62.92,60,4,13,125
Sunrisers Hyderabad,Lucknow Super Giants,Narendra Modi Stadium,bowling friendly,32,54,19.7,84,8,4.5,22,58.15,57.4,65,9,5,120
Sunrisers Hyderabad,Mumbai Indians,PCA Stadium,green,32,38,7.7,38,1,5.38,19,66.68,57.99,48,4,7,120
Delhi Capitals,Mumbai Indians,Eden Gardens,bowling friendly,34,52,8.9,43,5,4.5,13,62.57,57.73,41,2,7,120
Kolkata Knight Riders,Lucknow Super Giants,Sawai Mansingh Stadium,green,37,45,6.8,45,2,5.96,21,77.72,60.29,38,3,6,136
Punjab Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,bowling friendly,29,78,19.2,82,8,4.5,22,55.75,55.7,42,7,10,120
Gujarat Titans,Royal Challengers Bangalore,M. A. Chidambaram Stadium,balanced,36,58,5.3,50,2,8.36,30,105.9,107.64,55,4,7,192
Gujarat Titans,Rajasthan Royals,Narendra Modi Stadium,bowling friendly,35,41,6.3,28,4,5.21,16,72.08,62.11,16,3,15,120
Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,dry,33,40,9.7,73,0,6.89,25,85.33,69.13,65,8,2,160
Royal Challengers Bangalore,Delhi Capitals,Arun Jaitley Stadium,flat,35,38,19.0,190,1,9.95,55,122.26,124.27,86,15,9,207
Lucknow Super Giants,Punjab Kings,Wankhede Stadium,dry,28,61,12.3,92,1,7.75,34,103.5,89.17,25,10,13,145
Gujarat Titans,Rajasthan Royals,Wankhede Stadium,green,32,73,5.4,38,0,6.21,18,79.6,66.46,56,3,13,140
Rajasthan Royals,Mumbai Indians,Eden Gardens,flat,30,77,17.1,129,8,7.28,42,100.95,76.26,10,14,15,160
Gujarat Titans,Mumbai Indians,PCA Stadium,green,33,86,9.6,54,2,5.8,20,73.6,59.95,75,3,7,120
Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,batting friendly,34,85,15.5,115,4,7.09,37,98.64,91.08,52,12,8,144
Sunrisers Hyderabad,Royal Challengers Bangalore,Arun Jaitley Stadium,bowling friendly,37,56,9.4,53,5,4.8,14,63.61,61.07,29,5,3,120
Punjab Kings,Sunrisers Hyderabad,PCA Stadium,green,39,30,5.4,42,1,6.97,26,90.95,82.64,52,2,14,162
Lucknow Super Giants,Royal Challengers Bangalore,M. Chinnaswamy Stadium,bowling friendly,37,41,18.4,118,1,6.08,34,80.18,77.03,55,10,8,137
Chennai Super Kings,Sunrisers Hyderabad,Narendra Modi Stadium,dry,35,58,17.6,98,5,5.82,32,71.34,62.59,62,9,10,120
Sunrisers Hyderabad,Kolkata Knight Riders,Wankhede Stadium,slow,38,78,9.6,64,1,5.68,18,70.51,67.31,70,5,11,138
Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,slow,39,73,10.2,55,4,5.65,28,76.4,58.39,43,3,11,120
Rajasthan Royals,Delhi Capitals,M. Chinnaswamy Stadium,balanced,32,49,9.5,71,5,6.74,21,88.92,76.83,12,5,9,154
Lucknow Super Giants,Rajasthan Royals,PCA Stadium,flat,26,88,19.0,153,6,7.91,45,103.27,87.42,55,10,14,165
Rajasthan Royals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,slow,29,37,19.7,119,2,6.03,35,80.51,65.86,76,11,6,129
Sunrisers Hyderabad,Gujarat Titans,Sawai Mansingh Stadium,green,33,72,10.0,62,4,5.86,32,77.91,72.58,40,4,3,127
Royal Challengers Bangalore,Kolkata Knight Riders,Ekana Cricket Stadium,bowling friendly,38,49,14.1,77,0,5.86,35,71.64,72.26,45,8,4,120
Punjab Kings,Chennai Super Kings,Wankhede Stadium,balanced,38,55,5.9,44,2,7.46,23,91.08,86.05,31,4,9,148
Chennai Super Kings,Delhi Capitals,PCA Stadium,flat,32,68,10.2,86,4,7.83,37,105.28,88.26,66,6,10,168
Chennai Super Kings,Punjab Kings,Ekana Cricket Stadium,dry,28,56,10.8,72,4,6.67,40,93.07,85.56,27,6,11,143
Sunrisers Hyderabad,Punjab Kings,Eden Gardens,dry,38,73,10.1,70,5,6.79,40,82.1,73.99,70,7,6,145
Delhi Capitals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,slow,25,79,10.5,52,2,5.35,28,74.2,56.05,80,3,7,120
Mumbai Indians,Punjab Kings,Eden Gardens,green,27,53,15.5,72,7,4.5,22,58.18,48.02,10,5,3,120
Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,batting friendly,27,41,8.9,80,4,8.04,24,99.46,85.04,56,6,5,188
Gujarat Titans,Rajasthan Royals,Narendra Modi Stadium,bowling friendly,37,74,9.1,59,5,5.55,17,70.06,58.18,20,6,9,127
Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,dry,32,89,6.2,41,4,6.09,21,75.66,75.46,42,3,14,139
Lucknow Super Giants,Kolkata Knight Riders,Rajiv Gandhi International Stadium,green,29,78,19.7,121,0,6.0,31,79.53,63.74,59,11,5,131
Kolkata Knight Riders,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,flat,37,30,14.6,135,4,8.65,50,119.12,104.1,31,13,10,191
Punjab Kings,Lucknow Super Giants,Arun Jaitley Stadium,green,39,78,10.0,63,6,5.6,25,70.27,72.69,30,5,6,125
Lucknow Super Giants,Kolkata Knight Riders,PCA Stadium,green,30,81,9.5,51,4,5.37,16,71.08,61.32,42,3,8,120
Mumbai Indians,Kolkata Knight Riders,Rajiv Gandhi International Stadium,dry,39,82,16.4,89,5,5.5,24,71.62,67.9,45,7,14,120
Rajasthan Royals,Punjab Kings,Rajiv Gandhi International Stadium,bowling friendly,38,49,17.9,88,8,5.01,26,60.72,64.39,40,9,4,120
Lucknow Super Giants,Royal Challengers Bangalore,Ekana Cricket Stadium,balanced,28,70,14.1,119,0,7.88,46,101.91,81.73,79,11,8,172
Gujarat Titans,Chennai Super Kings,Eden Gardens,flat,33,74,13.5,130,0,9.36,53,118.84,106.81,36,10,14,192
Rajasthan Royals,Kolkata Knight Riders,M. Chinnaswamy Stadium,flat,25,72,8.9,87,3,9.63,33,124.45,96.91,72,7,9,196
Lucknow Super Giants,Delhi Capitals,M. Chinnaswamy Stadium,balanced,40,64,13.3,77,7,5.98,35,74.91,71.82,20,7,12,120
Delhi Capitals,Chennai Super Kings,Eden Gardens,green,29,51,17.5,77,9,4.5,21,59.67,56.84,10,4,6,120
Gujarat Titans,Delhi Capitals,Ekana Cricket Stadium,dry,32,51,17.2,122,0,6.77,33,83.55,70.6,65,8,2,138
Kolkata Knight Riders,Lucknow Super Giants,M. A. Chidambaram Stadium,dry,28,41,10.5,71,3,6.99,31,97.59,90.06,43,7,10,140
Kolkata Knight Riders,Punjab Kings,Eden Gardens,balanced,32,76,7.9,61,3,6.95,21,85.69,87.82,22,5,5,154
Royal Challengers Bangalore,Punjab Kings,M. Chinnaswamy Stadium,green,28,36,8.4,48,5,5.5,18,67.85,66.95,23,4,11,120
Mumbai Indians,Gujarat Titans,Wankhede Stadium,bowling friendly,40,60,5.7,30,1,5.41,21,66.19,60.2,73,2,3,120
Lucknow Super Giants,Sunrisers Hyderabad,Arun Jaitley Stadium,slow,37,64,8.1,48,3,5.25,18,64.82,66.17,37,4,11,120
Kolkata Knight Riders,Punjab Kings,Ekana Cricket Stadium,green,26,87,10.9,62,3,5.08,26,69.9,56.62,75,4,14,120
Lucknow Super Giants,Chennai Super Kings,Wankhede Stadium,bowling friendly,35,55,18.7,87,10,4.63,24,59.76,48.62,59,7,6,120
Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,slow,27,80,9.2,56,1,5.78,22,78.65,62.32,78,5,8,120
Royal Challengers Bangalore,Mumbai Indians,Rajiv Gandhi International Stadium,flat,29,61,6.0,67,0,10.16,37,124.21,109.17,70,4,2,229
Chennai Super Kings,Punjab Kings,Wankhede Stadium,balanced,34,83,13.6,110,0,7.56,47,104.37,79.88,88,11,15,168
Lucknow Super Giants,Kolkata Knight Riders,Ekana Cricket Stadium,flat,38,87,7.7,79,0,9.32,28,126.15,99.06,86,5,5,207
Sunrisers Hyderabad,Gujarat Titans,M. Chinnaswamy Stadium,batting friendly,35,61,16.8,129,7,7.48,47,97.45,82.32,33,13,15,163
Royal Challengers Bangalore,Lucknow Super Giants,M. A. Chidambaram Stadium,balanced,38,74,12.0,103,0,7.85,39,103.32,85.15,80,7,12,167
Delhi Capitals,Sunrisers Hyderabad,PCA Stadium,batting friendly,28,41,5.9,59,2,9.04,34,109.06,96.21,76,6,7,204
Mumbai Indians,Kolkata Knight Riders,Rajiv Gandhi International Stadium,green,31,83,14.3,59,7,4.5,28,57.8,45.16,10,5,6,120
Punjab Kings,Rajasthan Royals,Ekana Cricket Stadium,green,40,69,5.0,28,3,6.02,18,79.01,73.01,17,2,5,120
Delhi Capitals,Lucknow Super Giants,Narendra Modi Stadium,slow,29,34,6.6,34,3,5.85,20,79.02,68.94,43,3,2,120
Chennai Super Kings,Kolkata Knight Riders,Narendra Modi Stadium,flat,37,65,19.5,148,9,7.3,41,101.37,87.26,27,14,6,158
Punjab Kings,Mumbai Indians,Arun Jaitley Stadium,balanced,28,77,10.3,68,5,7.06,45,89.36,74.94,10,6,11,132
Delhi Capitals,Sunrisers Hyderabad,M. A. Chidambaram Stadium,batting friendly,36,56,9.9,87,4,7.87,27,96.3,79.13,66,8,6,184
Punjab Kings,Kolkata Knight Riders,Arun Jaitley Stadium,balanced,25,64,12.3,90,5,7.37,39,96.28,93.47,18,9,6,147
Punjab Kings,Sunrisers Hyderabad,PCA Stadium,flat,36,35,9.2,89,1,10.21,36,139.57,111.2,61,8,9,191
Rajasthan Royals,Kolkata Knight Riders,M. Chinnaswamy Stadium,bowling friendly,33,61,12.4,56,3,4.7,26,56.78,53.62,73,5,10,120
Gujarat Titans,Delhi Capitals,M. Chinnaswamy Stadium,dry,36,84,5.7,45,2,6.59,20,89.96,72.02,32,4,14,167
Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,green,33,57,13.6,63,4,4.95,22,65.12,58.74,58,4,13,120
Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,balanced,37,40,8.5,62,1,7.31,27,92.29,80.25,85,4,13,151
Kolkata Knight Riders,Delhi Capitals,Rajiv Gandhi International Stadium,balanced,27,80,13.4,90,0,7.08,37,94.45,75.3,45,8,7,131
Rajasthan Royals,Punjab Kings,Narendra Modi Stadium,dry,40,83,11.4,57,6,5.25,32,72.17,55.24,22,4,2,120
Kolkata Knight Riders,Royal Challengers Bangalore,Ekana Cricket Stadium,flat,26,58,14.0,144,1,9.76,51,122.73,116.5,76,14,15,212
Royal Challengers Bangalore,Rajasthan Royals,Wankhede Stadium,slow,37,32,8.1,55,0,6.38,24,78.81,67.82,89,4,4,133
Sunrisers Hyderabad,Chennai Super Kings,Ekana Cricket Stadium,dry,32,69,12.1,84,2,7.21,40,91.26,83.84,41,6,9,142
Royal Challengers Bangalore,Kolkata Knight Riders,M. A. Chidambaram Stadium,flat,27,76,14.9,113,4,7.67,49,99.52,87.67,13,12,12,159
Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,dry,26,60,15.6,95,5,6.13,35,84.81,71.34,34,9,14,129
Rajasthan Royals,Chennai Super Kings,Wankhede Stadium,dry,38,90,15.0,94,2,6.04,37,75.61,76.55,51,8,9,126
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,batting friendly,34,75,9.9,80,0,8.52,28,117.35,99.16,43,8,7,168
Gujarat Titans,Delhi Capitals,Ekana Cricket Stadium,balanced,25,82,15.4,113,2,7.13,42,93.65,87.67,67,12,7,149
Mumbai Indians,Lucknow Super Giants,Narendra Modi Stadium,bowling friendly,34,32,14.1,77,2,5.6,33,74.34,56.36,71,7,15,120
Gujarat Titans,Lucknow Super Giants,Arun Jaitley Stadium,slow,28,62,19.2,88,8,4.83,28,58.4,58.42,10,8,8,120
Lucknow Super Giants,Rajasthan Royals,M. Chinnaswamy Stadium,bowling friendly,39,41,15.8,87,4,5.05,24,65.27,55.9,42,9,2,120
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,green,29,31,16.7,105,4,5.97,28,74.05,75.22,54,7,3,131
Lucknow Super Giants,Punjab Kings,Narendra Modi Stadium,slow,37,75,10.3,61,3,6.04,28,79.15,75.92,36,6,11,124
Royal Challengers Bangalore,Gujarat Titans,Ekana Cricket Stadium,bowling friendly,30,49,5.9,35,3,5.03,16,67.99,57.35,22,2,11,123
Lucknow Super Giants,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,dry,34,73,15.9,99,8,5.79,31,74.56,65.06,10,11,13,127
Lucknow Super Giants,Sunrisers Hyderabad,M. A. Chidambaram Stadium,batting friendly,26,44,6.9,59,2,8.03,29,107.1,97.05,38,6,8,179
Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,green,36,38,15.4,83,6,5.41,35,74.38,69.9,28,5,9,120
Kolkata Knight Riders,Chennai Super Kings,Rajiv Gandhi International Stadium,batting friendly,29,81,19.8,162,3,7.9,43,102.21,99.05,23,12,6,172
Chennai Super Kings,Sunrisers Hyderabad,M. A. Chidambaram Stadium,dry,36,54,15.3,111,0,7.37,39,94.45,94.29,57,11,11,145
Punjab Kings,Mumbai Indians,M. Chinnaswamy Stadium,flat,39,35,9.5,86,4,8.01,30,102.87,80.78,19,6,14,183
Rajasthan Royals,Delhi Capitals,Narendra Modi Stadium,dry,39,45,8.0,61,0,8.14,25,106.39,105.25,72,4,5,158
Gujarat Titans,Chennai Super Kings,M. Chinnaswamy Stadium,bowling friendly,31,38,16.4,93,2,5.85,34,73.83,74.74,54,9,13,121
Delhi Capitals,Punjab Kings,Wankhede Stadium,batting friendly,40,62,17.8,168,3,9.02,41,108.66,107.08,74,13,4,191
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,batting friendly,27,35,19.0,172,0,8.6,54,112.01,99.63,60,17,12,182
Royal Challengers Bangalore,Gujarat Titans,Eden Gardens,flat,39,88,16.6,145,8,8.78,47,122.42,101.24,48,13,15,174
Sunrisers Hyderabad,Royal Challengers Bangalore,Ekana Cricket Stadium,bowling friendly,37,49,18.9,92,7,4.5,27,58.05,54.61,34,10,12,120
Lucknow Super Giants,Delhi Capitals,M. Chinnaswamy Stadium,slow,38,63,8.3,57,1,6.51,24,90.85,72.7,31,4,9,135
Rajasthan Royals,Chennai Super Kings,M. A. Chidambaram Stadium,dry,38,86,11.6,71,2,6.26,35,77.88,69.85,83,6,15,120
Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,bowling friendly,36,87,9.5,55,4,5.51,18,66.17,65.62,51,4,13,120
Chennai Super Kings,Sunrisers Hyderabad,PCA Stadium,bowling friendly,38,67,12.0,62,3,5.15,25,67.83,62.48,17,5,2,120
Punjab Kings,Mumbai Indians,Narendra Modi Stadium,green,37,64,10.7,55,6,5.18,24,67.35,56.85,18,4,11,120
Kolkata Knight Riders,Mumbai Indians,M. A. Chidambaram Stadium,dry,26,67,9.1,58,1,6.67,24,86.94,81.36,78,4,14,136
Punjab Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,balanced,36,52,13.1,78,6,6.26,36,75.15,74.02,23,4,12,120
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,dry,31,55,6.9,38,3,5.93,22,71.65,71.56,44,3,5,120
Lucknow Super Giants,Rajasthan Royals,Sawai Mansingh Stadium,dry,38,69,14.7,119,1,7.83,46,106.79,95.31,73,8,14,163
Rajasthan Royals,Gujarat Titans,Rajiv Gandhi International Stadium,batting friendly,34,73,15.8,123,6,7.37,37,102.73,83.5,62,12,7,154
Royal Challengers Bangalore,Rajasthan Royals,PCA Stadium,dry,38,86,14.0,111,2,7.48,46,98.82,86.26,68,10,7,162
Chennai Super Kings,Gujarat Titans,Eden Gardens,batting friendly,36,43,7.0,72,2,9.19,27,123.49,110.21,37,5,14,201
Delhi Capitals,Mumbai Indians,Narendra Modi Stadium,green,40,41,12.6,81,4,6.03,36,77.54,69.65,50,7,6,131
Mumbai Indians,Rajasthan Royals,Rajiv Gandhi International Stadium,flat,33,32,19.9,144,4,7.81,47,102.72,82.27,28,10,8,154
Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,batting friendly,39,48,18.9,145,9,7.45,43,103.96,86.27,37,13,15,158
Lucknow Super Giants,Sunrisers Hyderabad,Wankhede Stadium,batting friendly,29,63,15.5,114,6,6.9,32,92.43,81.2,19,7,9,148
Chennai Super Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,balanced,31,37,8.8,61,5,7.41,24,93.68,78.41,43,6,5,144
Royal Challengers Bangalore,Mumbai Indians,Sawai Mansingh Stadium,dry,26,37,15.4,96,6,6.36,32,83.19,67.87,17,9,6,130
Gujarat Titans,Rajasthan Royals,Ekana Cricket Stadium,green,35,48,14.4,79,2,5.57,33,67.84,55.84,47,5,5,120
Punjab Kings,Gujarat Titans,M. Chinnaswamy Stadium,bowling friendly,34,79,11.9,64,6,4.89,27,58.94,50.23,36,4,12,120
Rajasthan Royals,Sunrisers Hyderabad,Wankhede Stadium,batting friendly,28,61,8.9,81,2,8.89,34,116.45,99.8,26,8,14,184
Lucknow Super Giants,Mumbai Indians,Eden Gardens,green,34,65,17.2,98,8,5.19,28,63.7,57.94,56,10,12,120
Kolkata Knight Riders,Lucknow Super Giants,Narendra Modi Stadium,bowling friendly,31,31,10.4,46,2,4.86,24,65.92,57.58,28,3,4,120
Kolkata Knight Riders,Gujarat Titans,Eden Gardens,batting friendly,28,74,18.4,140,8,7.29,45,90.07,80.24,47,9,4,152
Gujarat Titans,Punjab Kings,Eden Gardens,green,25,60,15.6,74,4,4.95,31,64.34,62.69,17,5,10,120
